league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Market_value_eur
ENG-Premier League,2223,Bournemouth,Jack Stacey,ENG,"DF,MF",26,1996,10,3,299,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,"6387    2200000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Jack Stephens,ENG,DF,28,1994,15,13,1173,13.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,"6399    3500000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Jaidon Anthony,ENG,MF,22,1999,30,11,1257,14.0,3,1,4,3,0,0,2,0,0.21,0.07,0.29,0.21,0.29,"6484    9000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Jamal Lowe,JAM,"FW,MF",28,1994,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"6592    1500000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Jefferson Lerma,COL,MF,27,1994,37,37,3252,36.1,5,0,5,5,0,0,7,0,0.14,0.0,0.14,0.14,0.14,"7240    20000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Joe Rothwell,ENG,MF,27,1995,20,12,1016,11.3,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,"7510    100000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Junior Stanislas,ENG,MF,32,1989,4,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"8467    500000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Lewis Cook,ENG,MF,25,1997,28,18,1720,19.1,0,2,2,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,"9395    10000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Marcos Senesi,ARG,DF,25,1997,31,29,2491,27.7,2,0,2,2,0,0,7,0,0.07,0.0,0.07,0.07,0.07,"10234    22000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Marcus Tavernier,ENG,MF,23,1999,23,19,1743,19.4,5,4,9,5,0,0,1,0,0.26,0.21,0.46,0.26,0.46,"10290    17000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Mark Travers,IRL,GK,23,1999,12,11,1035,11.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"10395    3500000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Neto,BRA,GK,33,1989,27,27,2385,26.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,"12337    42000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Philip Billing,DEN,"MF,FW",26,1996,36,34,2764,30.7,7,1,8,7,0,0,5,0,0.23,0.03,0.26,0.23,0.26,"12529    22000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Ryan Christie,SCO,MF,27,1995,32,22,1834,20.4,1,1,2,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,"13276    12000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Ryan Fredericks,ENG,DF,29,1992,12,5,533,5.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"13291    1500000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Bournemouth,Siriki Dembélé,CIV,"FW,MF",25,1996,6,0,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"14101    2000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Aaron Hickey,SCO,DF,20,2002,26,23,1916,21.3,0,1,1,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05,"25    30000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Ben Mee,ENG,DF,32,1989,37,37,3269,36.3,3,2,5,3,0,0,2,0,0.08,0.06,0.14,0.08,0.14,"1493    2000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Bryan Mbeumo,CMR,FW,22,1999,38,36,2906,32.3,9,8,17,8,1,1,5,0,0.28,0.25,0.53,0.25,0.5,"2036    38000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Christian Nørgaard,DEN,MF,28,1994,22,21,1763,19.6,1,3,4,1,0,0,6,0,0.05,0.15,0.2,0.05,0.2,"2694    20000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,David Raya,ESP,GK,26,1995,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"3757    35000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Ethan Pinnock,JAM,DF,29,1993,30,30,2700,30.0,3,0,3,3,0,0,0,0,0.1,0.0,0.1,0.1,0.1,"4622    15000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Frank Onyeka,NGA,MF,24,1998,21,8,848,9.4,0,2,2,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,"4954    9000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Josh Dasilva,ENG,MF,23,1998,36,14,1389,15.4,4,2,6,4,0,0,1,0,0.26,0.13,0.39,0.26,0.39,"8193    16000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Keane Lewis-Potter,ENG,FW,21,2001,10,3,321,3.6,0,1,1,0,0,0,0,0,0.0,0.28,0.28,0.0,0.28,"8684    15000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Kevin Schade,GER,FW,20,2001,18,7,732,8.1,0,1,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,"8841    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Kristoffer Ajer,NOR,DF,24,1998,9,9,763,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"9012    18000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Mads Roerslev,DEN,"MF,DF",23,1999,20,12,1108,12.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"10000    8000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Mathias Jensen,DEN,MF,26,1996,37,37,2803,31.1,5,6,11,5,0,0,5,0,0.16,0.19,0.35,0.16,0.35,"10640    30000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Mathias Jørgensen,DEN,DF,32,1990,18,11,1103,12.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,"10640    30000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Mikkel Damsgaard,DEN,"MF,FW",22,2000,26,9,988,11.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,"11304    13000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Rico Henry,JAM,"DF,MF",25,1997,37,37,3238,36.0,0,2,2,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,"12888    28000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Shandon Baptiste,GRN,MF,24,1998,23,4,618,6.9,0,1,1,0,0,0,3,1,0.0,0.15,0.15,0.0,0.15,"13904    3000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Vitaly Janelt,GER,MF,24,1998,35,24,2208,24.5,3,1,4,3,0,0,3,0,0.12,0.04,0.16,0.12,0.16,"15384    22000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brentford,Yoane Wissa,COD,FW,25,1996,38,16,1606,17.8,7,3,10,7,0,0,3,0,0.39,0.17,0.56,0.39,0.56,"15841    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Adam Lallana,ENG,MF,34,1988,16,12,722,8.0,2,1,3,2,0,0,0,0,0.25,0.12,0.37,0.25,0.37,"217    1200000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Adam Webster,ENG,DF,27,1995,27,23,1985,22.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,"268    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Alexis Mac Allister,ARG,MF,23,1998,35,31,2886,32.1,10,2,12,4,6,6,8,0,0.31,0.06,0.37,0.12,0.19,"623    65000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Andrew Moran,IRL,MF,18,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"909    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Danny Welbeck,ENG,FW,31,1990,31,21,1854,20.6,6,3,9,6,0,0,0,0,0.29,0.15,0.44,0.29,0.44,"3517    7000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Facundo Buonanotte,ARG,MF,17,2004,13,6,565,6.3,1,1,2,1,0,0,2,0,0.16,0.16,0.32,0.16,0.32,"4746    12000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Jack Hinshelwood,ENG,"DF,MF",17,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"6324    7000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Jan Paul van Hecke,NED,DF,22,2000,8,3,295,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,"6947    15000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Jason Steele,ENG,GK,31,1990,15,15,1350,15.0,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,"7046    4000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Joël Veltman,NED,DF,30,1992,31,25,2188,24.3,1,1,2,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,"8397    10000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Kaoru Mitoma,JPN,MF,25,1997,33,24,2318,25.8,7,5,12,7,0,0,0,0,0.27,0.19,0.47,0.27,0.47,"8609    50000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Leandro Trossard,BEL,"MF,FW",27,1994,16,16,1315,14.6,7,2,9,7,0,0,1,0,0.48,0.14,0.62,0.48,0.62,"9168    38000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Levi Colwill,ENG,DF,19,2003,17,13,1220,13.6,0,2,2,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,"9366    55000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Lewis Dunk,ENG,DF,30,1991,36,36,3239,36.0,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,"9417    16000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Moisés Caicedo,ECU,MF,20,2001,37,34,3139,34.9,1,1,2,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,"11397    90000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Odeluga Offiah,ENG,DF,19,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"11949    300000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Robert Sánchez,ESP,GK,24,1997,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,"13001    30000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Solly March,ENG,MF,28,1994,33,31,2715,30.2,6,7,13,6,0,0,2,0,0.2,0.23,0.43,0.2,0.43,"14126    22000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Brighton,Yasin Ayari,SWE,MF,18,2003,3,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"15817    6000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Armando Broja,ALB,FW,20,2001,12,2,294,3.3,1,0,1,1,0,0,0,0,0.31,0.0,0.31,0.31,0.31,"1155    28000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Ben Chilwell,ENG,"MF,DF",25,1996,23,15,1408,15.6,2,2,4,2,0,0,3,0,0.13,0.13,0.26,0.13,0.26,"1379    300000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Benoît Badiashile,FRA,DF,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,0.1,0.0,0.1,0.1,0.1,"1606    40000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Carney Chukwuemeka,AUT,MF,18,2003,14,2,354,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"2070    200000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Conor Gallagher,ENG,MF,22,2000,35,18,1621,18.0,3,1,4,3,0,0,11,1,0.17,0.06,0.22,0.17,0.22,"2908    42000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,David Datro Fofana,CIV,FW,19,2002,3,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"3631    12000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Enzo Fernández,ARG,MF,21,2001,18,18,1547,17.2,0,2,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,"4538    85000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,João Félix,POR,"FW,MF",22,1999,16,11,941,10.5,4,0,4,4,0,0,1,1,0.38,0.0,0.38,0.38,0.38,"8363    60000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Kai Havertz,GER,"FW,MF",23,1999,35,30,2569,28.5,7,1,8,6,1,1,5,0,0.25,0.04,0.28,0.21,0.25,"8579    60000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Kepa Arrizabalaga,ESP,GK,27,1994,29,29,2565,28.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"8772    20000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Lewis Hall,ENG,"MF,DF",17,2004,9,8,654,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"9437    18000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Marc Cucurella,ESP,"DF,MF",24,1998,24,21,1671,18.6,0,2,2,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11,"10098    40000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Mason Mount,ENG,MF,23,1999,24,20,1648,18.3,3,2,5,3,0,0,4,0,0.16,0.11,0.27,0.16,0.27,"10566    65000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Mateo Kovačić,CRO,MF,28,1994,27,17,1707,19.0,1,2,3,1,0,0,8,0,0.05,0.11,0.16,0.05,0.16,"10599    38000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Mykhailo Mudryk,UKR,"FW,MF",21,2001,15,7,657,7.3,0,2,2,0,0,0,1,0,0.0,0.27,0.27,0.0,0.27,"11470    60000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Noni Madueke,ENG,"FW,MF",20,2002,12,7,643,7.1,1,0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,"11918    30000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Omari Hutchinson,ENG,MF,18,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"12044    3000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Reece James,ENG,"DF,MF",22,1999,16,14,1244,13.8,1,1,2,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,"12678    65000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Trevoh Chalobah,ENG,DF,23,1999,25,18,1608,17.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,"15142    18000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Chelsea,Wesley Fofana,FRA,DF,21,2000,15,12,1183,13.1,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,"15611    55000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Albert Sambi Lokonga,BEL,MF,22,1999,9,6,536,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,"430    250000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Cheick Doucouré,MLI,MF,22,2000,34,34,2769,30.8,0,3,3,0,0,0,10,1,0.0,0.1,0.1,0.0,0.1,"2454    35000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Chris Richards,USA,DF,22,2000,9,4,447,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"2631    10000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,David Ozoh,ENG,MF,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"3745    700000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Eberechi Eze,ENG,"MF,FW",24,1998,38,30,2636,29.3,10,4,14,9,1,1,3,0,0.34,0.14,0.48,0.31,0.44,"4181    48000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,James McArthur,SCO,MF,34,1987,4,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"6718    400000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,James Tomkins,ENG,DF,33,1989,6,3,338,3.8,1,0,1,1,0,0,3,1,0.27,0.0,0.27,0.27,0.27,"6840    800000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Jean-Philippe Mateta,FRA,FW,25,1997,29,6,770,8.6,2,0,2,2,0,0,3,0,0.23,0.0,0.23,0.23,0.23,"7192    7000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Joachim Andersen,DEN,DF,26,1996,32,32,2782,30.9,1,0,1,1,0,0,8,0,0.03,0.0,0.03,0.03,0.03,"7372    35000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Joel Ward,ENG,DF,32,1989,28,24,2256,25.1,1,0,1,1,0,0,6,0,0.04,0.0,0.04,0.04,0.04,"7631    1200000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Jordan Ayew,GHA,"FW,MF",30,1991,38,31,2714,30.2,4,3,7,4,0,0,5,0,0.13,0.1,0.23,0.13,0.23,"7971    5000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Joseph Whitworth,ENG,GK,18,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"7546    1000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Luka Milivojević,SRB,MF,31,1991,18,5,512,5.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,"9757    2000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Malcolm Ebiowei,ENG,MF,18,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"10022    3000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Marc Guéhi,ENG,DF,22,2000,37,37,3329,37.0,1,0,1,1,0,0,8,0,0.03,0.0,0.03,0.03,0.03,"10110    38000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Nathaniel Clyne,ENG,DF,31,1991,22,19,1640,18.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,"11643    2000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Sam Johnstone,ENG,GK,29,1993,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"13533    12000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Tyrick Mitchell,ENG,DF,22,1999,36,34,2891,32.1,0,2,2,0,0,0,5,1,0.0,0.06,0.06,0.0,0.06,"15223    22000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Crystal Palace,Will Hughes,ENG,MF,27,1995,27,7,842,9.4,1,1,2,1,0,0,4,0,0.11,0.11,0.21,0.11,0.21,"15658    9000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Alex Iwobi,NGA,MF,26,1996,38,38,3378,37.5,2,7,9,2,0,0,2,0,0.05,0.19,0.24,0.05,0.24,"493    28000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Amadou Onana,BEL,MF,20,2001,33,29,2488,27.6,1,2,3,1,0,0,9,0,0.04,0.07,0.11,0.04,0.11,"779    50000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Anthony Gordon,ENG,"FW,MF",21,2001,16,12,1095,12.2,3,0,3,3,0,0,6,0,0.25,0.0,0.25,0.25,0.25,"1039    50000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Asmir Begović,BIH,GK,35,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"1274    800000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Ben Godfrey,ENG,DF,24,1998,13,10,802,8.9,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11,"1493    2000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Conor Coady,ENG,DF,29,1993,24,23,2096,23.3,1,1,2,1,0,0,2,0,0.04,0.04,0.09,0.04,0.09,"2901    12000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Dominic Calvert-Lewin,ENG,FW,25,1997,17,15,1165,12.9,2,1,3,1,1,1,3,0,0.15,0.08,0.23,0.08,0.15,"4084    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Dwight McNeil,ENG,"MF,FW",22,1999,36,28,2498,27.8,7,3,10,7,0,0,5,0,0.25,0.11,0.36,0.25,0.36,"4147    20000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Ellis Simms,ENG,FW,21,2001,11,2,228,2.5,1,0,1,1,0,0,0,0,0.39,0.0,0.39,0.39,0.39,"4368    6000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Idrissa Gueye,SEN,MF,32,1989,33,32,2577,28.6,0,1,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03,"6088    5000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Isaac Price,NIR,MF,18,2003,1,0,33,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"6175    1500000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,James Garner,ENG,MF,21,2001,16,7,804,8.9,0,1,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,"6658    20000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,James Tarkowski,ENG,DF,29,1992,38,38,3420,38.0,1,1,2,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,"6819    18000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Jordan Pickford,ENG,GK,28,1994,37,37,3330,37.0,0,1,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03,"8060    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Michael Keane,ENG,DF,29,1993,12,10,985,10.9,1,2,3,1,0,0,0,0,0.09,0.18,0.27,0.09,0.27,"11117    10000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Nathan Patterson,SCO,"DF,MF",20,2001,19,14,1279,14.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,"11595    16000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Séamus Coleman,IRL,"DF,MF",33,1988,23,20,1656,18.4,1,0,1,1,0,0,1,0,0.05,0.0,0.05,0.05,0.05,"14525    1000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Tom Cannon,IRL,FW,19,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"14852    6000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Tom Davies,ENG,MF,24,1998,19,4,538,6.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,"14887    9000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Everton,Vitaliy Mykolenko,UKR,"DF,MF",23,1999,34,30,2655,29.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,"15373    28000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Fulham,Andreas Pereira,BRA,MF,26,1996,33,33,2692,29.9,4,6,10,3,1,1,8,0,0.13,0.2,0.33,0.1,0.3,"909    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Fulham,Antonee Robinson,USA,DF,24,1997,35,35,3088,34.3,0,1,1,0,0,0,8,0,0.0,0.03,0.03,0.0,0.03,"1099    20000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Fulham,Bernd Leno,GER,GK,30,1992,36,36,3240,36.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,"1665    13000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Fulham,Bobby De Cordova-Reid,JAM,"MF,DF",29,1993,36,29,2475,27.5,4,1,5,4,0,0,8,0,0.15,0.04,0.18,0.15,0.18,"1750    7000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Fulham,Daniel James,WAL,"MF,FW",24,1997,20,5,621,6.9,2,1,3,2,0,0,0,0,0.29,0.14,0.43,0.29,0.43,"3328    14000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Fulham,Harrison Reed,ENG,MF,27,1995,37,35,2866,31.8,3,4,7,3,0,0,5,0,0.09,0.13,0.22,0.09,0.22,"5778    18000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Fulham,Harry Wilson,WAL,MF,25,1997,29,13,1100,12.2,2,3,5,2,0,0,1,0,0.16,0.25,0.41,0.16,0.41,"5852    17000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Fulham,Issa Diop,MAR,DF,25,1997,25,21,2012,22.4,1,0,1,1,0,0,2,0,0.04,0.0,0.04,0.04,0.04,"6204    22000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2223,Fulham,Jay Stansfield,ENG,MF,19,2002,3,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"7104    2800000
Name: Market_value_eur, dtype: int64"
